formula	z	exactMW	u_exactMW
+H-NH2OH-C6H10N2O2	1	-174.088414838669	1.17609096208468E-08
+H-C7H13O4N	1	-174.077181449379	1.12839414000224E-08
+H-C10H9O2N	1	-174.056052081319	6.15993337210973E-09
-H-C10H7O2N	-1	-174.054954921501	6.15993337210973E-09
+H-C6H9NO5	1	-174.040795940029	1.39000875064754E-08
-H-C7H5F2NO2	-1	-174.036111182501	3.54924018188959E-08
+H-C6H6FNO2S	1	-174.003051321759	4.84423481642546E-08
+H-C10H22O2	1	-173.154703495879	5.76220560803159E-09
+H-C9H18O3	1	-173.118317986529	8.30186477003335E-09
+H-C7H14N2O3	1	-173.093165866469	9.96531285672331E-09
+H-C8H14O4	1	-173.081932477179	1.09402729304874E-08
+H-C7H10O5	1	-173.045546967829	1.36201634670857E-08
-H-C9H19N2O	-1	-172.157014693121	6.48524289730466E-09
+H-C12H15N	1	-172.113173035559	3.07505878249822E-09
-H-C8H13NO3	-1	-172.096819734451	8.71775582382846E-09
+H-C8H15SON	1	-172.080158829529	4.49487243562923E-08
+H-C7H11NO4	1	-172.061531384919	1.12678895101697E-08
+H-C9H7N3O	1	-172.051635406149	8.84764762904996E-09
+H-C8H6F3N	1	-172.037957233679	5.25122891298408E-08
+H-C4H6F3O3N	1	-172.022701092389	5.31421093836523E-08
+H-C7H5F2NO2	1	-172.021558277859	3.54900837086091E-08
+H-C5H7SO2N3	1	-172.018621200119	4.58693808426175E-08
+H-C10H20O2	1	-171.139053431419	5.70480784511528E-09
+H-C8H16O2N2	1	-171.113901311359	7.92462605037199E-09
+H-C9H16O3	1	-171.102667922069	8.27009153058703E-09
+H-C9H16SO	1	-171.084909857329	4.48640498459328E-08
-H-C7H10O3N2	-1	-171.076418642191	9.94547896185245E-09
+H-C8H12O4	1	-171.066282412719	1.09222096318387E-08
+H-C9H7F3	1	-171.042708261479	5.24384168932424E-08
-H-H10O10	-1	-171.034672970321	2.72096541212343E-08
-H-C7H6O5	-1	-171.028799743551	1.36104952335438E-08
+H-C6H8N2O2S	1	-171.023372227919	4.54410589331917E-08
+H-C7H8O3S	1	-171.012138838629	4.55025774309089E-08
+H-C3H9O6P	1	-171.006398553589	2.71439291911096E-08
+H-C6H5ClO2N2	1	-170.996678638829	1.29387115311348E-06
+H-ClC6H4SH-CO	1	-170.967687184799	1.29462447996697E-06
-H-C7H3ClOS	-1	-170.966590024981	1.29462447996697E-06
+H-C11H25N	1	-170.191423357859	3.54716025626749E-09
+H-C9H21N3	1	-170.166271237799	8.59545775187018E-09
+H-C10H21NO	1	-170.155037848509	4.30442163922348E-09
+H-C9H17NO2	1	-170.118652339159	6.28684446727703E-09
+H-C8H13NO3	1	-170.082266829809	8.69318405454485E-09
-H-C8H11NO3	-1	-170.081169669991	8.69318405454485E-09
-H-C5H7N5O2	-1	-170.067250939221	1.50395284985744E-08
+H-C11H9NO	1	-170.061137461749	3.9703508391752E-09
+H-C7H6ClNO2	1	-170.001429666629	1.29386208869987E-06
+H-C10H18O2	1	-169.123403366959	5.65265156560185E-09
+H-C13H14	1	-169.102273998899	1.1791552877091E-09
+H-C11H10N2	1	-169.077121878839	5.66040468807691E-09
+H-C12H10O	1	-169.065888489549	2.83903257617805E-09
+H-C8H10O4	1	-169.050632348259	1.09071340315437E-08
-H-C8H8O4	-1	-169.049535188441	1.09071340315437E-08
+H-C7H6O5	1	-169.014246838909	1.36032395489624E-08
+H-C4H11SO3P	1	-169.009375933739	5.04083065579087E-08
+H-C6H6N2O2S	1	-169.007722163459	4.54388862395849E-08
+H-C8H7ClO2	1	-169.006180694429	1.29385909264935E-06
+H-C5H3ClN4O	1	-168.992261963659	1.29389891504625E-06
+H-C3HF3N2OS	1	-168.968891870929	6.92228068821944E-08
+H-C3H7O2PS2	1	-168.955232359649	9.22719716231659E-08
+H-C10H19NO	1	-168.139387784049	4.23116695187634E-09
-H-C9H13O2N	-1	-168.101905114881	6.2474616978478E-09
+H-C12H11N	1	-168.081872906639	2.94383583312133E-09
+H-C7H11O2N3	1	-168.077850154639	1.00493037901219E-08
+H-C8H11NO3	1	-168.066616765349	8.67233817954793E-09
+H-C9H12ClN	1	-168.058550620869	1.29385096498814E-06
+H-C7H7NO4	1	-168.030231255999	1.124450040143E-08
+H-C8H9O2S	1	-168.025049251289	4.50958919729996E-08
+H-C8H8ClNO	1	-168.022165111519	1.2938535933156E-06
+H-C7H7NO2S	1	-168.012473191259	4.51802230271338E-08
+H-C10H20N2	1	-167.155372201139	5.86035958377981E-09
+H-C9H16N2O	1	-167.118986691789	6.37327268171875E-09
+H-C10H16O2	1	-167.107753302499	5.60588306928244E-09
+H-C13H12	1	-167.086623934439	9.977467819077E-10
+H-C9H12O3	1	-167.071367793149	8.21819802200475E-09
-H-C9H10O3	-1	-167.070270633331	8.21819802200475E-09
-H-C6H6N4O2	-1	-167.056351902561	1.24688820337087E-08
+H-C5H12O6	1	-167.056111651859	1.63452934814004E-08
-H-C9H7FO2	-1	-167.050284079801	1.83193989706986E-08
+H-C8H8O4	1	-167.034982283799	1.08950585319328E-08
+H-C8H8O2S	1	-167.017224219059	4.50945236577352E-08
+H-C4H9O5P	1	-167.011483934019	2.56019963336605E-08
+H-C10H17NO	1	-166.123737719589	4.16453118526442E-09
-H-C6H15NO4	-1	-166.107384418481	1.13246980889779E-08
+H-C8H13N3O	1	-166.098585599529	8.89771952857669E-09
+H-H2O-NH3-C8H8-CO	1	-166.087352210239	6.21312804216789E-09
+H-C9H13O2N	1	-166.087352210239	6.21312804216789E-09
+H-C9H13NO2	1	-166.087352210239	6.21312804216789E-09
-H-C9H11O2N	-1	-166.086255050421	6.21312804216789E-09
+H-C9H10FNO	1	-166.067365656709	1.79277045935414E-08
+H-C5H13SO3N	1	-166.054338004209	4.55972541493537E-08
+H-NO2-C6H4(CH3)OCH2	1	-166.050966700889	8.65524511996344E-09
+H-C9H10ClN	1	-166.042900556409	1.29385083781334E-06
+H-C8H9NOS	1	-166.033208636149	4.49366423171636E-08
+H-C7H5NS2	1	-165.979065062059	8.95663308797737E-08
+H-C12H22	1	-165.164874256739	1.9047893109147E-09
+H-C11H18O	1	-165.128488747389	3.12592008205731E-09
-H-C11H16O	-1	-165.127391587571	3.12592008205731E-09
+H-C7H18O4	1	-165.113232606099	1.09853012326867E-08
+H-C6H14O5	1	-165.076847096749	1.36467157910477E-08
-H-C6H12O5	-1	-165.075749936931	1.36467157910477E-08
+H-C10H14S	1	-165.074345173299	4.47764284434019E-08
+H-C8H10N2O2	1	-165.066951117979	7.84952051930938E-09
+H-C9H10O3	1	-165.055717728689	8.19815151537905E-09
-H-C9H8O3	-1	-165.054620568871	8.19815151537905E-09
+H-C7H6N2OS	1	-165.012807543889	4.51941510522241E-08
+H-C11H19N	1	-164.144473164479	3.24177050191505E-09
+H-C10H15NO	1	-164.108087655129	4.10483669631125E-09
+H-C10H15ON	1	-164.108087655129	4.10483669631125E-09
+H-C6H15NO4	1	-164.092831513839	1.13028824251535E-08
+H-C6H15O4N	1	-164.092831513839	1.13028824251535E-08
-H-C7H11F2NO	-1	-164.088146756311	3.51911642000184E-08
-H-C6H14O2NP	-1	-164.083492145531	2.25690627872193E-08
+H-C8H11N3O	1	-164.082935535069	8.87735395844206E-09
-H-C6H10FNO3	-1	-164.071747800491	1.95161795634691E-08
+H-C9H11NO2	1	-164.071702145779	6.18392760004716E-09
-H-C6H11O5	-1	-164.067924904701	1.36391777737617E-08
+H-C9H8FON	1	-164.051715592249	1.79203604769957E-08
-H-C8H5NOS	-1	-164.016461411871	4.49340790427362E-08
+H-C4H8NO4P	1	-164.011818286649	2.44261943519907E-08
+H-C7H4ClN3	1	-164.002098371889	1.29387485704513E-06
+H-C8H12N4	1	-163.098919952159	1.1246803583591E-08
+H-C9H12N2O	1	-163.087686562869	6.30578856925429E-09
+H-C9H12ON2	1	-163.087686562869	6.30578856925429E-09
+H-C10H12O2	1	-163.076453173579	5.52904058504394E-09
-H-C10H10O2	-1	-163.075356013761	5.52904058504394E-09
+H-C6H12O5	1	-163.061197032289	1.36322391165174E-08
-H-C6H10O5	-1	-163.060099872471	1.36322391165174E-08
-C6H11O5	-1	-163.060099872471	1.36322391165174E-08
+H-C6H12O3S	1	-163.043438967549	4.55090860783146E-08
-H-C6H10O3S	-1	-163.042341807731	4.55090860783146E-08
+H-C9H8O3	1	-163.040067664229	8.18207894738831E-09
-H-C9H6O3	-1	-163.038970504411	8.18207894738831E-09
+H-C9H5ClO	1	-162.995616010399	1.29385045735309E-06
+H-C4H4O3S2	1	-162.952909884109	8.98931024787763E-08
+H-C2Cl4	1	-162.868134275679	5.17539019773084E-06
+H-C10H13NO	1	-162.092437590669	4.05239024597597E-09
+H-C7H9N5	1	-162.078518859899	1.40218624408164E-08
+H-C10H11O2	1	-162.068628141349	5.51339435372469E-09
+H-C9H9O2N	1	-162.056052081319	6.15993337210973E-09
+H-C9H9NO2	1	-162.056052081319	6.15993337210973E-09
-C6H10-O5	1	-162.053372000059	1.36259007349432E-08
-H-C7H6F3N	-1	-162.052510138321	5.25141691730133E-08
-C6H10O5	-1	-162.052274840241	1.36259007349432E-08
+H-C5H9SO3N	1	-162.023037875289	4.55900362474216E-08
+H-C6H4F3NO	1	-162.017221788789	5.25813899707839E-08
-H-C5HCl2NO	-1	-161.950795472551	2.58769804897817E-06
+H-C9H22O2	1	-161.154703495879	5.76220560803159E-09
+H-C8H18O3	1	-161.118317986529	8.30186477003335E-09
+H-C8H18OS	1	-161.100559921789	4.48699176878449E-08
+H-C7H14O4	1	-161.081932477179	1.09402729304874E-08
-H-C7H12O4	-1	-161.080835317361	1.09402729304874E-08
+H-C6H14N2OS	1	-161.075407801729	4.52072562205054E-08
+H-C10H10O2	1	-161.060803109119	5.49919988100924E-09
+H-C6H10O5	1	-161.045546967829	1.36201634670857E-08
-C6H9O5	-1	-161.044449808011	1.36201634670857E-08
+H-C5H10N2O2S	1	-161.039022292379	4.54439556964138E-08
+H-C6H10SO3	1	-161.027788903089	4.5505470278019E-08
+H-C9H6O3	1	-161.024417599769	8.17000377144542E-09
+H-C7H5F3O	1	-161.021972816589	5.25073015763252E-08
+H-C5H4Cl2N2	1	-160.967877049459	2.58770117487582E-06
+H-C6H4Cl2O	1	-160.956643660169	2.58769654140095E-06
+H-C8H19NO2	1	-160.134302403619	6.33118212795544E-09
+H-C11H15N	1	-160.113173035559	3.07505878249822E-09
+H-C10H11NO	1	-160.076787526209	4.00747641289791E-09
+H-C10H11ON	1	-160.076787526209	4.00747641289791E-09
-H-C10H9NO	-1	-160.075690366391	4.00747641289791E-09
+H-C6H11NO4	1	-160.061531384919	1.12678895101697E-08
+H-C8H7N3O	1	-160.051635406149	8.84764762904996E-09
+H-C9H7O2N	1	-160.040402016859	6.14120638205487E-09
+H-C9H7NO2	1	-160.040402016859	6.14120638205487E-09
+H-C7H6F3N	1	-160.037957233679	5.25122891298408E-08
+H-C9H20O2	1	-159.139053431419	5.70480784511528E-09
+H-C7H16N2O2	1	-159.113901311359	7.92462605037199E-09
+H-C8H16O3	1	-159.102667922069	8.27009153058703E-09
-H-C8H14O3	-1	-159.101570762251	8.27009153058703E-09
-H-C8H14OS	-1	-159.083812697511	4.48640498459328E-08
+H-C6H12N2O3	1	-159.077515802009	9.94547896185245E-09
-H-C6H10O3N2	-1	-159.076418642191	9.94547896185245E-09
+H-C8H8N4	1	-159.067619823239	1.12204379602709E-08
+H-C9H8N2O	1	-159.056386433949	6.25864255670112E-09
-H-C6H6O5	-1	-159.028799743551	1.36104952335438E-08
+H-C9H21NO	1	-158.155037848509	4.30442163922348E-09
+H-C11H13N	1	-158.097522971099	3.00469115186856E-09
+H-C7H13O3N	1	-158.082266829809	8.69318405454485E-09
+H-C7H13NO3	1	-158.082266829809	8.69318405454485E-09
+H-C10H9NO	1	-158.061137461749	3.9703508391752E-09
+H-C6H9SO2N	1	-158.028123255719	4.51827723375115E-08
-H-C10H20O	-1	-157.158691716491	3.31992772610171E-09
+H-C9H18O2	1	-157.123403366959	5.65265156560185E-09
-H-C9H16O2	-1	-157.122306207141	5.65265156560185E-09
+H-C8H16NO2	1	-157.110827306929	6.26652760700926E-09
+H-C8H14O3	1	-157.087017857609	8.24218947128783E-09
+H-C11H10O	1	-157.065888489549	2.83903257617805E-09
-H-C11H8O	-1	-157.064791329731	2.83903257617805E-09
-H-C7H8O4	-1	-157.049535188441	1.09071340315437E-08
-H-C8H9ClO	-1	-157.041469043961	1.29385072442023E-06
+H-C7H7ClS	1	-156.988422629689	1.29462168797576E-06
+H-C2H7S2O2P	1	-156.955232359649	9.22719716231659E-08
+H-2(CH3)-O2PS2H	1	-156.955232359649	9.22719716231659E-08
+H-C2H7O2PS2	1	-156.955232359649	9.22719716231659E-08
+H-C9H19ON	1	-156.139387784049	4.23116695187634E-09
-H-C6H9N3O2	-1	-156.076752994821	1.00493037901219E-08
+H-C7H11NO3	1	-156.066616765349	8.67233817954793E-09
+H-C10H6(OH)N	1	-156.045487397289	3.94123362214162E-09
+H-C10H7ON	1	-156.045487397289	3.94123362214162E-09
+H-C7H5F2ON	1	-156.026643658289	3.51761986047582E-08
+H-C7H5F2NO	1	-156.026643658289	3.51761986047582E-08
-H-C7H3F2NO	-1	-156.025546498471	3.51761986047582E-08
+H-C6H7NO2S	1	-156.012473191259	4.51802230271338E-08
+H-C6H7SO2N	1	-156.012473191259	4.51802230271338E-08
+H-C12H12	1	-155.086623934439	9.977467819077E-10
+H-C8H12O3	1	-155.071367793149	8.21819802200475E-09
-H-C8H10O3	-1	-155.070270633331	8.21819802200475E-09
+H-C7H12N2S	1	-155.064843117699	4.51210306691584E-08
+H-C4H12O6	1	-155.056111651859	1.63452934814004E-08
+H-C6H8O3N2	1	-155.046215673089	9.91565373301538E-09
+H-C6H8N2O3	1	-155.046215673089	9.91565373301538E-09
+H-C7H8O4	1	-155.034982283799	1.08950585319328E-08
+H-C6H5Br	1	-154.950186308829	0.000110485672640596
+H-C10H21N	1	-154.160123228939	3.33681702534787E-09
+H-C9H17NO	1	-154.123737719589	4.16453118526442E-09
-H-C9H12FN	-1	-154.102654006241	1.77407128722951E-08
+H-C8H13NO2	1	-154.087352210239	6.21312804216789E-09
+H-C8H13O2N	1	-154.087352210239	6.21312804216789E-09
-H-C8H11O2N	-1	-154.086255050421	6.21312804216789E-09
+H-C6H9N3O2	1	-154.062200090179	1.00345565548441E-08
+H-C7H9NOS	1	-154.033208636149	4.49366423171636E-08
+H-C5H5N3O3	1	-154.025814580829	1.17160533303011E-08
+H-C7H7O2S	1	-154.009399186829	4.50933377509207E-08
+H-C7H6ClNO	1	-154.006515047059	1.29385351701088E-06
-H-C3H7S2O2N	-1	-153.999097270301	8.97334794096779E-08
+H-C6H5NO2S	1	-153.996823126799	4.51784020030774E-08
+H-C9H18N2	1	-153.139722136679	5.80959995383608E-09
+H-C10H18O	1	-153.128488747389	3.12592008205731E-09
+H-C9H14O2	1	-153.092103238039	5.56463820412326E-09
-H-C9H12O2	-1	-153.091006078221	5.56463820412326E-09
+H-C5H14O5	1	-153.076847096749	1.36467157910477E-08
+H-C7H10N2O2	1	-153.066951117979	7.84952051930938E-09
+H-C6H5CO2H-CH3OH	1	-153.055717728689	8.19815151537905E-09
+H-C8H10O3	1	-153.055717728689	8.19815151537905E-09
-H-C8H8O3	-1	-153.054620568871	8.19815151537905E-09
+H-C5H6N4O2	1	-153.041798997919	1.24609616360328E-08
-H-C5H4O2N4	-1	-153.040701838101	1.24609616360328E-08
+H-C4H10O6	1	-153.040461587399	1.63352235532098E-08
+H-C4H10O4S	1	-153.022703522659	4.60706382605735E-08
-H-C4H8SO4	-1	-153.021606362841	4.60706382605735E-08
-H-C7H4O4	-1	-153.018235059521	1.08859931167708E-08
+H-C5H11ClOS	1	-153.014637378179	1.29462474687444E-06
+H-C3H7O5P	1	-152.995833869559	2.55974970055068E-08
+H-C8H11O2N	1	-152.071702145779	6.18392760004716E-09
+H-C8H8FNO	1	-152.051715592249	1.79203604769957E-08
+H-C7H7NO3	1	-152.035316636429	8.64192714415085E-09
+H-C7H7O3N	1	-152.035316636429	8.64192714415085E-09
+H-NO2-C6H5OCH2	1	-152.035316636429	8.64192714415085E-09
+H-C7H7SON	1	-152.017558571689	4.49340790427362E-08
+H-C7H4ClNO	1	-151.990864982599	1.29385346614106E-06
+H-C7H4ClON	1	-151.990864982599	1.29385346614106E-06
+H-C10H16O	1	-151.112838682929	3.04053147061096E-09
+H-C8H12N2O	1	-151.087686562869	6.30578856925429E-09
+H-C6H16N2O2S+N2	1	-151.079824476899	4.51105759433531E-08
+H-C9H12O2	1	-151.076453173579	5.52904058504394E-09
-H-C9H10O2	-1	-151.075356013761	5.52904058504394E-09
+H-C7H8N2O2	1	-151.051301053519	7.83273260205161E-09
+H-C8H8O3	1	-151.040067664229	8.18207894738831E-09
-H-C8H6O3	-1	-151.038970504411	8.18207894738831E-09
+H-C4H8O6	1	-151.024811522939	1.63271631389388E-08
+H-C5H6F2O3	1	-151.021223925229	3.58990965439579E-08
+H-C5H9ClOS	1	-150.998987313719	1.29462463248553E-06
+H-C4H9O2PS	1	-150.998811249709	5.00373130741898E-08
+H-C8H5ClO	1	-150.995616010399	1.29385045735309E-06
+H-C10H17N	1	-150.128823100019	3.15430217409111E-09
-H-C10H13O	-1	-150.103916490881	3.00103999314266E-09
+H-C8H13N3	1	-150.103670979959	8.47205494680311E-09
+H-C9H13ON	1	-150.092437590669	4.05239024597597E-09
-H-C9H11NO	-1	-150.091340430851	4.05239024597597E-09
+H-C5H13NO2S	1	-150.059423384639	4.51900552890007E-08
+H-C5H5N5O	1	-150.042133350549	1.42692471961563E-08
+H-C4H9NO3S	1	-150.023037875289	4.55900362474216E-08
+H-C3H6NO4P	1	-149.996168222189	2.44221521624397E-08
+H-C3H5NO2S2	1	-149.968894301199	8.97312789300106E-08
+H-C10H14O	1	-149.097188618469	2.96379907890132E-09
+H-C9H12NO	1	-149.084612558439	4.02897501745951E-09
+H-C6H14O4	1	-149.081932477179	1.09402729304874E-08
+H-C9H10O2	1	-149.060803109119	5.49919988100924E-09
-H-C9H8O2	-1	-149.059705949301	5.49919988100924E-09
+H-C5H10O5	1	-149.045546967829	1.36201634670857E-08
+H-C8H6O3	1	-149.024417599769	8.17000377144542E-09
+H-C5H10OS2	1	-149.010030838349	8.95668055352364E-08
+H-C6H3-2(C2H5)-NH2	1	-148.113173035559	3.07505878249822E-09
+H-C10H15N	1	-148.113173035559	3.07505878249822E-09
+H-C6H15O3N	1	-148.097916894269	8.71775582382846E-09
-H-C6H13NO3	-1	-148.096819734451	8.71775582382846E-09
-H-C6H13O3N	-1	-148.096819734451	8.71775582382846E-09
-H-C3H15O6	-1	-148.094139653191	1.63792337822878E-08
+H-C9H11NO	1	-148.076787526209	4.00747641289791E-09
+H-C9H11ON	1	-148.076787526209	4.00747641289791E-09
+H-C6H12ClNO	1	-148.053465240439	1.29385382222974E-06
-H-C8H5NO2	-1	-148.039304857041	6.14120638205487E-09
+H-C4H9N2O2S	1	-148.031197260149	4.5442416813944E-08
+H-C8H4FON	1	-148.020415463329	1.79111760966637E-08
-C4H4O4S	1	-147.983578361509	4.60648340682944E-08
-H-C8H18O2	-1	-147.137956271601	5.70480784511528E-09
+H-C7H16O3	1	-147.102667922069	8.27009153058703E-09
-H-C10H10O	-1	-147.080441394191	2.89641095640296E-09
+H-C6H12O4	1	-147.066282412719	1.09222096318387E-08
-H-C6H10O4	-1	-147.065185252901	1.09222096318387E-08
+H-C8H8N2O	1	-147.056386433949	6.25864255670112E-09
+H-C9H8O2	1	-147.045153044659	5.47521022093903E-09
-H-C9H6O2	-1	-147.044055884841	5.47521022093903E-09
+H-C5H8O5	1	-147.029896903369	1.36104952335438E-08
+H-C8H4O3	1	-147.008767535309	8.16194372937746E-09
+H-C5H5ClO3	1	-146.985445249539	1.29387331511825E-06
+H-C6H13NO3	1	-146.082266829809	8.69318405454485E-09
+H-C9H9ON	1	-146.061137461749	3.9703508391752E-09
+H-C9H9NO	1	-146.061137461749	3.9703508391752E-09
-C6H10O4	1	-146.058457380489	1.09142975381126E-08
+H-C6H5N5	1	-146.047218730979	1.400777347609E-08
+H-C5H9NO4	1	-146.045881320459	1.12547391173496E-08
+H-C5H9O4N	1	-146.045881320459	1.12547391173496E-08
+H-C4H3O2S2	1	-145.950170232309	8.96870127053771E-08
+H-C8H18O2	1	-145.123403366959	5.65265156560185E-09
-H-C8H16O2	-1	-145.122306207141	5.65265156560185E-09
+H-C6H14N2O2	1	-145.098251246899	7.8955032388414E-09
+H-C9H10N2	1	-145.077121878839	5.66040468807691E-09
+H-C3H14O6	1	-145.071761716319	1.63573692122185E-08
+H-C10H10O	1	-145.065888489549	2.83903257617805E-09
-H-C10H8O	-1	-145.064791329731	2.83903257617805E-09
+H-C5H10N2O3	1	-145.061865737549	9.92892045092913E-09
+H-C6H10O4	1	-145.050632348259	1.09071340315437E-08
-H-C6H8O4	-1	-145.049535188441	1.09071340315437E-08
+H-C6H10O2S	1	-145.032874283519	4.50974426801105E-08
+H-C9H6O2	1	-145.029502980199	5.4571487690563E-09
+H-C6H4ClFO	1	-144.986194140899	1.29396848780978E-06
+H-C5H7Br	1	-144.965836373289	0.00011048567264134
-H-C8H17NO	-1	-144.138290624231	4.23116695187634E-09
-H-C7H13O2N	-1	-144.101905114881	6.2474616978478E-09
-H-C7H13NO2	-1	-144.101905114881	6.2474616978478E-09
+H-C10H11N	1	-144.081872906639	2.94383583312133E-09
+H-C8H7N3	1	-144.056720786579	8.4194519287344E-09
+H-C9H7NO	1	-144.045487397289	3.94123362214162E-09
+H-C9H7ON	1	-144.045487397289	3.94123362214162E-09
+H-C3H3N3O2S	1	-143.987321071199	4.58665109477195E-08
+H-C9H20O	1	-143.144138811849	3.21927618992172E-09
-H-C8H16NO	-1	-143.130465592001	4.1970012654693E-09
+H-C8H16O2	1	-143.107753302499	5.60588306928244E-09
+H-C11H12	1	-143.086623934439	9.977467819077E-10
+H-C6H12N2O2	1	-143.082601182439	7.8704550594505E-09
+H-C7H12O3	1	-143.071367793149	8.21819802200475E-09
+H-C9H8N2	1	-143.061471814379	5.63710110473339E-09
+H-C10H8O	1	-143.050238425089	2.7922810748174E-09
+H-C6H8O4	1	-143.034982283799	1.08950585319328E-08
-H-C6H6O4	-1	-143.033885123981	1.08950585319328E-08
+H-ClC6H4SH	1	-142.972772565229	1.29462162442621E-06
-H-C8H17N2	-1	-142.146450009091	5.83432993375518E-09
+H-C7H13NO2	1	-142.087352210239	6.21312804216789E-09
+H-C10H9N	1	-142.066222842179	2.89309315414752E-09
+H-C7H11O3	1	-142.063542760919	8.20767971094773E-09
+H-C6H9NO3	1	-142.050966700889	8.65524511996344E-09
+H-C6H9O3N	1	-142.050966700889	8.65524511996344E-09
-H-C6H7O3N	-1	-142.049869541071	8.65524511996344E-09
-H-C6H7NO3	-1	-142.049869541071	8.65524511996344E-09
+H-C8H5N3	1	-142.041070722119	8.40967452107297E-09
-H-C10H20	-1	-141.163777096921	1.9047893109147E-09
+H-C9H18O	1	-141.128488747389	3.12592008205731E-09
+H-C7H14N2O	1	-141.103336627329	6.3370243830889E-09
+H-C8H14O2	1	-141.092103238039	5.56463820412326E-09
+H-C11H10	1	-141.070973869979	8.163382761063E-10
+H-C6H10N2O2	1	-141.066951117979	7.84952051930938E-09
+H-C6H7FN2O	1	-141.046964564449	1.85624000338014E-08
+H-C7H7ClO	1	-141.011266074859	1.29385052094051E-06
+H-C2H7O3PS	1	-140.978075804819	5.04030834900055E-08
+H-C2H7PO3S	1	-140.978075804819	5.04030834900055E-08
+H-C9H19N	1	-140.144473164479	3.24177050191505E-09
+H-C8H15NO	1	-140.108087655129	4.10483669631125E-09
+H-C8H15ON	1	-140.108087655129	4.10483669631125E-09
+H-C7H11NO2	1	-140.071702145779	6.18392760004716E-09
+H-C6H7NO3	1	-140.035316636429	8.64192714415085E-09
+H-C7H8ClN	1	-140.027250491949	1.29385073607349E-06
+H-C6H7NOS	1	-140.017558571689	4.49340790427362E-08
+H-C2H8NO4P	1	-140.011818286649	2.44261943519907E-08
+H-C2H8O4NP	1	-140.011818286649	2.44261943519907E-08
+H-C3H2F3NO2	1	-139.996486343899	5.2791266763835E-08
+H-C6H5O2S	1	-139.993749122369	4.50915132179962E-08
-H-C10H18	-1	-139.148127032461	1.7233808051133E-09
+H-C9H16O	1	-139.112838682929	3.04053147061096E-09
+H-C5H13FO3	1	-139.077595988109	1.93190850845736E-08
+H-C8H12O2	1	-139.076453173579	5.52904058504394E-09
-H-C4H10O5	-1	-139.060099872471	1.36322391165174E-08
-H-C4H10O3S	-1	-139.042341807731	4.55090860783146E-08
+H-C7H8O3	1	-139.040067664229	8.18207894738831E-09
+H-C7H5FO2	1	-139.020081110699	1.83086173725901E-08
-H-C7H3FO2	-1	-139.018983950881	1.83086173725901E-08
+H-C8H13NO	1	-138.092437590669	4.05239024597597E-09
+H-H2O-NH3-C8H8	1	-138.092437590669	4.05239024597597E-09
+H-C8H13ON	1	-138.092437590669	4.05239024597597E-09
+H-C4H13NO2S	1	-138.059423384639	4.51900552890007E-08
+H-C10H18	1	-137.133574127819	1.5419722993119E-09
+H-C9H14O	1	-137.097188618469	2.96379907890132E-09
+H-C5H14O4	1	-137.081932477179	1.09402729304874E-08
+H-C7H10N2O	1	-137.072036498409	6.27964003907605E-09
+H-C8H10O2	1	-137.060803109119	5.49919988100924E-09
-H-C8H8O2	-1	-137.059705949301	5.49919988100924E-09
+H-C4H10O5	1	-137.045546967829	1.36201634670857E-08
+H-C8H10S	1	-137.043045044379	4.47683431135842E-08
+H-C6H6O2N2	1	-137.035650989059	7.82011801313635E-09
+H-C7H6O3	1	-137.024417599769	8.17000377144542E-09
+H-C8H7Cl	1	-137.016351455289	1.29384766369161E-06
+H-C9H15N	1	-136.113173035559	3.07505878249822E-09
-H-C9H13N	-1	-136.112075875741	3.07505878249822E-09
+H-C8H11NO	1	-136.076787526209	4.00747641289791E-09
+H-C6H4(OC2H5)NH2	1	-136.076787526209	4.00747641289791E-09
-H-C8H9NO	-1	-136.075690366391	4.00747641289791E-09
-H-C5H5N5	-1	-136.061771635621	1.40136455994626E-08
-H-C4H9SO2N	-1	-136.042676160361	4.51860498109448E-08
+H-C7H7O2N	1	-136.040402016859	6.14120638205487E-09
+H-C7H7NO2	1	-136.040402016859	6.14120638205487E-09
+H-C7H7NS	1	-136.022643952119	4.48517308655006E-08
+H-C6H4(Cl)CN	1	-135.995950363029	1.29385060889866E-06
-H-C4H3Cl2N	-1	-135.971530917441	2.58769663942951E-06
+H-C10H16	1	-135.117924063359	1.3605637935105E-09
-H-C10H14	-1	-135.116826903541	1.3605637935105E-09
+H-C9H12O	1	-135.081538554009	2.89641095640296E-09
-H-C9H10O	-1	-135.080441394191	2.89641095640296E-09
+H-C5H12O4	1	-135.066282412719	1.09222096318387E-08
-H-C5H10O4	-1	-135.065185252901	1.09222096318387E-08
+H-C7H8N2O	1	-135.056386433949	6.25864255670112E-09
+H-C8H8O2	1	-135.045153044659	5.47521022093903E-09
+H-C4H8O5	1	-135.029896903369	1.36104952335438E-08
+H-C4H9O3P	1	-135.021654694879	2.31767782849072E-08
+H-C4H8OS2	1	-134.994380773889	8.95653358248549E-08
+H-C6H17NO2	1	-134.118652339159	6.28684446727703E-09
-H-C6H15O2N	-1	-134.117555179341	6.28684446727702E-09
+H-C9H13N	1	-134.097522971099	3.00469115186856E-09
+H-C7H9N3	1	-134.072370851039	8.43312125503417E-09
+H-C8H9NO	1	-134.061137461749	3.9703508391752E-09
+H-C6H5CH2NH2-CO	1	-134.061137461749	3.9703508391752E-09
+H-C8H9ON	1	-134.061137461749	3.9703508391752E-09
